"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Hong Kong SAR, China","HKG","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7002375896144","17.0717663657362","18.4422356582392","20.5657115939571","19.3950149444886","21.1054864431272","21.0562677140222","21.0571812698954","23.4070026292072","19.7844136225443","16.9807507583969","12.6795972420589","14.3487034546724","15.5996374978174","11.3636200944598","11.5172072062091","11.2530570592172","14.7089504407087","16.1001086612277","13.7070899783619","","",
"Honduras","HND","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20910350","26751868.5466145","27747055.10837","25381640","25680000","30380000","35154664.8360627","38670131.319669","",
"Honduras","HND","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04453","0.03834","0.04181","0.04215","0.04155","","","","","","","","","",
"Honduras","HND","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","2","5","6","9","3","6","5","5.5","7.9","10.6","11.2","12.4","7.4","7.7","6.4","5.9","7.5","8.3","7.5","5.8","7.1","6.2","","","","",
"Honduras","HND","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","59","79","57","13","","178","19","55","","40","","183","24","19","16","","31","27","","17","","30","","","40","126","","","148","135","155","161","","","","","","","","","253","","",
"Honduras","HND","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","6","2","2","1","","26","5","11","","6","","63","16","4","12","","12","","","6","","","","","7","10","","11","8","4","7","7","","","","","","","","","2","","",
"Honduras","HND","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","954","830","749","947","684","","293","1358","1184","1405","747","1300","387","1659","931","1580","1634","1778","1232","1418","1846","2724","3166","2967","3454","3987","3903","3751","3876","4366","3792","3996","3811","4216","4561","4959","5034","","","","1997","","",
"Honduras","HND","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","116","189","182","146","136","","58","319","117","298","230","362","468","632","499","1076","1244","1433","619","614","906","1156","1658","1207","1462","1305","1420","1546","1421","1554","1474","1385","1959","1641","2164","2046","2369","","","","","","",
"Honduras","HND","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","1070","1019","931","1093","820","","351","1677","1301","1703","977","1662","855","2291","1430","2656","2878","3211","1851","2032","2752","3880","4824","4174","4916","5292","5323","5297","5297","5920","5266","5381","5770","5857","6725","7005","7403","","","","1997","","",
"Honduras","HND","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1233128","1718778","1665037","10136156","5054198","8453002","10665119","706711","462166","4262218","2420884","4090081","17333146","7026465","9764676","","11567150","","","","",
"Honduras","HND","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.44470745883029","1.96020207401112","2.77998780505723","3.27121029665109","1.49921952277304","2.62789524473996","3.38680703775667","0.444344710684192","0.200956460501752","1.87256535295557","1.01216906265936","1.47654966260371","6.25374565830519","1.27343783156001","1.43020456902761","","1.31519261851297","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107526121.089816","109081343.72356","127373881.817119","131486122.167234","143791794.552579","169083694.584456","158343781.002084","173297580.320112","",
"Heavily indebted poor countries (HIPC)","HPC","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54584509.6863129","46578640.6642029","47944919.1718871","56165685.8305243","61090464.2001457","63026739.5454699","104202679.431956","85004103.4749798","",
"Heavily indebted poor countries (HIPC)","HPC","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","573","558","630","591","611","635","701","684","816","819.7","823.9","901.5","884.5","893.8","914","857.4","941.6","980.8","1047.5","1094.9","1213","1330.6","1303.5","1369.7","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115911027","","","210530089","97576204","96055528","120044924","262597788","303327707","388260278","308652669","326637988","447417135","","","","",
"Heavily indebted poor countries (HIPC)","HPC","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.85958268022585","3.98628197992704","6.51691644728591","8.87743973253898","4.60639883987732","2.91019509852238","3.7591093122481","3.04165979047876","5.32217042800812","5.1889858117066","6.11977734422371","4.56233972648133","3.34236781152183","6.83322170046167","","","","",
"Croatia","HRV","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192500621.497","174796610.995","213579364.3","257459935.699999","212579117.71","225247711.18","253560712.82177","296144648.925094","",
"Croatia","HRV","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73149372.5999999","47159858.6019999","39559404.52","43746805.57","32302096.3299999","31783912.84","23294357.6763518","32248882.306544","",
"Croatia","HRV","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.85166","1.05654","0.92589","0.96075","0.96492","1.04515","0.86694","0.74872","0.80221","0.89513","0.85014","0.74711","0.74929","","",
"Croatia","HRV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","0","","","","0","0","0","","","","","17","575","508","600","640.3","580.5","624.6","647.1","678","696.4","719.1","798.3","868","953","985.7","1101.6","1188.3","1164.1","","","","",
"Croatia","HRV","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1010","746","584","335","356","439","352","144","538","599","703","699","839","649","119","93","71","68","21","21","","",
"Croatia","HRV","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","479","503","277","265","259","273","267","246","337","362","328","387","385","363","317","344","330","250","257","230","","",
"Croatia","HRV","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","241","3288","4299","4089","4813","5294","5226","4988","5358","5195","4752","5066","5305","6731","6982","7072","7492","5990","5444","5467","","",
"Croatia","HRV","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1587","1241","870","1273","1036","1288","1082","871","1059","916","848","855","767","828","1042","946","1029","734","781","831","","",
"Croatia","HRV","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","697","580","647","588","486","599","547","646","788","992","843","1176","1283","1173","1398","1486","1792","1331","1620","1461","","",
"Croatia","HRV","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2525","5109","5816","5950","6335","7181","6855","6505","7205","7103","6443","7097","7355","8732","9422","9504","10313","8055","7845","7759","","",
"Croatia","HRV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1033.44242","1216.50857","1503.04082","1485.17724","1919.38537","1315.13196","1604.66675","1289.28817","1303.17374","1384.77337","1515.7115","1571.34747","1613.32446","","","",
"Croatia","HRV","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","325.78749","355.72358","388.41132","373.97191","443.57238","461.33959","578.26436","592.75288","641.212","643.01925","605.42456","635.70312","590.68932","","","",
"Croatia","HRV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171964501","136315995","164112942","208958409","249370403","287400195","272463933","267915577","279065040","350261678","431998720","542007161","756792464","682293611","670663198","692931234","821420863","679468866","732105959","672543092","","",
"Croatia","HRV","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.50430258368197","4.91229288940652","5.23355956596008","6.11803529461648","7.62857019372214","9.55659337820709","7.85679062962604","8.27643639624535","8.68144052298338","10.2548012482417","12.1519509643629","12.2458981243268","13.0155611505491","11.3954166723628","9.85338954408104","8.20844819939963","8.35449220360241","9.75683899143456","9.15010222942558","7.55670688139661","","",
"Haiti","HTI","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400000","500000","400000","400000","400000","480000","520000","","",
"Haiti","HTI","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4490000","3690000","3440000","3330000","3400000","2460000","6580000","","",
"Haiti","HTI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","4","2","5","6","1","3","2","3.2","1.2","1.7","2.7","0.7","4.7","3","4.8","3.2","6.4","3.2","8.7","4.3","5.2","7","","","","",
"Haiti","HTI","Patent applications, nonresidents","IP.PAT.NRES","","","","19","25","","","","","","","","","","","","9","24","7","","13","","24","15","11","15","20","9","4","","","5","","","","","6","","","5","","","","","","","","","","","","","","",
"Haiti","HTI","Patent applications, residents","IP.PAT.RESD","","","","1","3","","","","","","","","","","","","1","1","9","","4","","2","1","2","6","4","9","1","","","3","","","","","3","","","1","","","","","","","","","","","","","","",
"Haiti","HTI","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Trademark applications, direct nonresident","IP.TMK.NRES","","","","520","25","","","","","","","","","","","","670","772","736","","32","","944","686","569","","551","638","","","","620","","","","1366","1312","","","1306","","1325","1122","967","830","1079","1173","973","925","981","1365","1377","","",
"Haiti","HTI","Trademark applications, direct resident","IP.TMK.RESD","","","","3","10","","","","","","","","","","","","9","29","36","","582","","60","49","38","","36","2","","","","119","","","","183","311","","","150","","323","336","246","252","262","225","395","588","600","409","572","","",
"Haiti","HTI","Trademark applications, total","IP.TMK.TOTL","","","","523","35","","","","","","","","","","","","679","801","772","","614","744","1004","735","607","","587","640","","","","739","","","","1549","1623","","","1456","","1648","1458","1213","1082","1341","1398","1368","1513","1581","1774","1949","","",
"Haiti","HTI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9403400","2892751","20159068","21926051","2016328","1529422","221436","344466","1904497","1804714","","","","","","","","","","","","","","","","",
"Haiti","HTI","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.13875275966763","2.74358497369356","13.8153499691361","13.7901396944317","5.90524046717263","3.95779919511933","2.06445708711068","1.58328467335796","4.79199681677051","3.54342351626697","","","","","","","","","","","","","","","","",
"Hungary","HUN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1107702918.86082","1169130363.45587","1752222005.14621","2007830555.56789","1437916970.54294","1333646552.86918","1511623275.33656","1351193836.09299","",
"Hungary","HUN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","837211660.231367","549836584.654374","919784068.093719","864272689.047348","830863163.129065","1017036531.01035","1030506060.81317","1094753940.15307","",
"Hungary","HUN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.64026","0.71042","0.66745","0.68325","0.80516","0.93092","1.00161","0.93805","0.87842","0.9436","1.00505","0.98309","1.00351","1.16755","1.15977","1.19533","","",
"Hungary","HUN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","2107","","","","1907","1920","1781","1714","1847","1722","1806","1824","1718","1774","1763.8","1813.1","1991.5","2201.9","2199.6","2358.4","2396.9","2322.7","2450.7","2408.6","2618.5","2592.2","2452.1","2554.1","2397.2","","","","",
"Hungary","HUN","Patent applications, nonresidents","IP.PAT.NRES","","","","473","691","920","1215","1398","1662","1924","1981","2088","2149","2235","2033","1861","1528","1468","1547","1671","1571","1528","1559","1530","1606","1531","1606","1630","1629","1666","1976","1799","1633","1323","1328","1793","850","888","904","3779","4127","4529","5064","4054","1909","497","206","102","89","30","47","36","","",
"Hungary","HUN","Patent applications, residents","IP.PAT.RESD","","","","1556","1355","1438","1448","1433","1555","1516","1241","1214","1343","1170","1184","1093","1149","1140","1272","1346","1601","2124","2344","2760","2869","2904","2847","3229","3262","2657","2477","2210","1497","1139","1162","1096","803","737","690","729","810","919","842","756","748","705","718","689","683","757","649","662","","",
"Hungary","HUN","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","2068","","","","","","","","","5950","","7056","7702","8049","7783","8871","8818","7918","8024","6518","5928","5048","4539","4060","2930","2259","2056","","",
"Hungary","HUN","Trademark applications, direct nonresident","IP.TMK.NRES","216","208","188","159","425","401","412","527","422","269","401","336","281","322","342","297","393","310","263","283","200","210","274","260","223","326","331","302","478","687","1958","1809","1969","1390","1754","3211","2076","2193","2135","2045","2291","1855","1628","1291","826","659","747","631","552","501","446","425","","",
"Hungary","HUN","Trademark applications, direct resident","IP.TMK.RESD","147","188","158","183","176","257","267","419","341","188","220","170","174","193","164","100","220","167","149","147","141","201","276","330","326","414","589","523","637","879","1373","1916","1956","2580","2204","3721","2201","2711","3302","4041","4692","4755","4316","4386","4293","3515","3490","3615","3291","3240","3477","3772","","",
"Hungary","HUN","Trademark applications, total","IP.TMK.TOTL","363","396","346","342","601","658","679","946","763","457","621","506","455","515","506","397","613","477","412","430","341","411","550","590","549","2808","920","825","1115","1566","3331","3725","3925","3970","9908","6932","11333","12606","13486","13869","15854","15428","13862","13701","11637","10102","9285","8785","7903","6671","6182","6253","","",
"Hungary","HUN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1009.11451","1083.82366","1142.8174","1228.72731","1410.89433","1440.00837","1473.03847","1497.85194","1474.12667","1574.11527","1743.49387","1731.72769","1846.35906","2005.94926","2137.6962","","","",
"Hungary","HUN","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495.83125","505.76494","478.03299","492.0184","505.94753","466.58392","485.86154","457.94011","466.15399","455.14317","491.14323","511.92065","522.55633","552.57584","597.6775","","","",
"Hungary","HUN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279631000","318049000","348125000","590753000","515160000","2647945032","3872353064","4837902000","6429335000","6298108000","7400656000","9653507000","14225440000","13695032000","14995080000","18271149000","20254255000","16918932000","18770810000","20649002000","","",
"Hungary","HUN","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15397896021028","5.65172965200265","5.17878147686663","6.93147769617881","5.79002358229535","18.0956454314397","20.6448023090631","22.668811328975","26.5342860911457","24.2319073035017","24.9334386733891","25.7553858291934","29.0528047241156","25.8274870845422","24.1185885127773","23.7926556313277","23.3043146070937","24.9381933747331","24.0097305691093","22.7316803744407","","",
"Indonesia","IDN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960870000","872228636.997941","1085450000","1327681813.9019","1530107288.81506","1616459043.16398","1787966702.99021","1800089221.79768","",
"Indonesia","IDN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","263330000","13445052.7973301","30690000","27211956.7544271","38128141.0043153","59560687.4038916","78800621.040719","58049485.714321","",
"Indonesia","IDN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.06769","0.04756","","","","","","","","0.08332","","","","",
"Indonesia","IDN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","72","66","59","86","104","89","86","103","120","129.5","141","146.1","136","162.7","181.6","188.7","178.3","156.6","181.6","205.2","215.1","197.5","218.9","262","","","","",
"Indonesia","IDN","Patent applications, nonresidents","IP.PAT.NRES","","","","155","","115","132","","178","266","276","325","","486","518","494","464","397","463","465","475","","636","682","559","731","591","601","","661","","1280","3905","2031","2305","2813","3957","3939","1753","2784","3733","3714","3609","3099","3441","4069","4324","","","4103","5122","5297","","",
"Indonesia","IDN","Patent applications, residents","IP.PAT.RESD","","","","3","","10","8","","7","4","4","8","","5","1","3","3","2","9","12","5","","16","40","26","49","32","62","","113","","34","67","38","29","61","40","79","93","152","157","212","234","201","227","235","288","","","437","516","541","","",
"Indonesia","IDN","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Trademark applications, direct nonresident","IP.TMK.NRES","540","656","451","485","","261","1088","","1238","1311","1410","1668","","2311","1438","1507","1534","1840","1790","1343","1670","","2300","2479","2383","2252","2581","4339","4682","3114","2427","2417","5251","","9714","","11938","","","","","12520","9581","8023","13685","10082","16005","11078","14051","5018","4525","2543","","",
"Indonesia","IDN","Trademark applications, direct resident","IP.TMK.RESD","2234","3683","2056","3138","","2187","1813","","4496","2878","3486","4276","","3608","3349","4002","4354","4302","5076","6714","5425","","10129","10513","10510","9802","11807","14912","15109","15728","16711","13363","22237","","15696","","16251","","","","","26128","20423","28317","35626","30734","36644","32181","33555","37759","43269","50653","","",
"Indonesia","IDN","Trademark applications, total","IP.TMK.TOTL","2774","4339","2507","3623","","2448","2901","","5734","4189","4896","5944","","5919","4787","5509","5888","6142","6866","8057","7095","","12429","12992","12893","12054","14388","19251","19791","18842","19138","15780","27488","","25410","","28189","","","","","38648","30004","36340","49311","40816","52649","43259","47606","42777","47794","53196","","",
"Indonesia","IDN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.80116","197.60087","","","","","","","","89.61121","","","","",
"Indonesia","IDN","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101180000","144306712","224574514","493821102","882872278","1375925745","1685982037","2291795910","2611199836","2256518817","2728364531","5774419213","4471258542","5158848176","4680910343","5902813446","6671058414","6034485448","5356419372","5762686044","6038545109","5742569481","5727738147","","",
"Indonesia","IDN","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.45487216996175","1.5928969223656","1.89848772204624","3.07287824542915","4.53873167542927","6.65150584693212","7.34159059557188","8.96079857874846","11.5880768805357","10.3691016886004","10.3725383180586","16.3736278945195","14.1783336066023","16.6700261646326","14.778942919709","16.3909442411369","16.5489201577769","13.4699334950007","11.0021792389531","10.9027720271151","12.8744760762757","9.7791666567936","8.33049738535282","","",
"Isle of Man","IMN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
